tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2612376	0	live	ddl	VCA0572	D-alanyl-alanine synthetase A	D-alanyl-alanine synthetase A		II	NC_002506.1	509159	510163	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614445	0	live	def	VC0046	peptide deformylase	peptide deformylase		I	NC_002505.1	44299	44808	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2612555	0	live	def	VCA0150	peptide deformylase	peptide deformylase		II	NC_002506.1	167987	168493	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613145	0	live	deoA	VC2349	thymidine phosphorylase	thymidine phosphorylase		I	NC_002505.1	2505637	2506983	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613143	0	live	deoD	VC2347	purine nucleoside phosphorylase	purine nucleoside phosphorylase		I	NC_002505.1	2503591	2504316	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613609	0	live	dinG	VC1855	ATP-dependent DNA helicase DinG	ATP-dependent DNA helicase DinG		I	NC_002505.1	1994271	1996346	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2615529	0	live	dipZ	VC2701	thiol:disulfide interchange protein	thiol:disulfide interchange protein		I	NC_002505.1	2871996	2873798	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2615779	0	live	djlA	VC0447	Dna-J like membrane chaperone protein	Dna-J like membrane chaperone protein		I	NC_002505.1	477392	478246	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614412	0	live	dnaA	VC0012	chromosome replication initiator DnaA	chromosome replication initiator DnaA		I	NC_002505.1	7397	8815	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613167	0	live	dnaE	VC2245	DNA polymerase III subunit alpha	DNA polymerase III subunit alpha		I	NC_002505.1	2397732	2401226	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614953	0	live	dnaG	VC0518	DNA primase	DNA primase		I	NC_002505.1	552383	554145	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614522	0	live	dnaK	VC0855	molecular chaperone DnaK	molecular chaperone DnaK		I	NC_002505.1	920423	922330	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2612354	0	live	ectC	VCA0823	L-ectoine synthase	L-ectoine synthase		II	NC_002506.1	769474	769890	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2612699	0	live	emrD	VCA0214	multidrug resistance protein D	multidrug resistance protein D		II	NC_002506.1	232449	233693	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2615306	0	live	engA	VC0763, yfgK, yphC	GTP-binding protein EngA	GTP-binding protein EngA		I	NC_002505.1	815529	817013	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614107	0	live	engB	VC0111, yihA, ysxC	ribosome biogenesis GTP-binding protein YsxC	ribosome biogenesis GTP-binding protein YsxC		I	NC_002505.1	106649	107311	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2612989	0	live	eno	VC2447	phosphopyruvate hydratase	phosphopyruvate hydratase		I	NC_002505.1	2626616	2627917	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2615541	0	live	envZ	VC2713, ompB	osmolarity sensor protein	osmolarity sensor protein		I	NC_002505.1	2887066	2888382	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613002	0	live	era	VC2460, bex, rbaA, sdgE, yqfH	GTP-binding protein Era	GTP-binding protein Era		I	NC_002505.1	2642520	2643497	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613400	0	live	fabG	VC2021	3-ketoacyl-ACP reductase	3-ketoacyl-ACP reductase		I	NC_002505.1	2174580	2175326	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613171	0	live	fabZ	VC2249	(3R)-hydroxymyristoyl-ACP dehydratase	(3R)-hydroxymyristoyl-ACP dehydratase		I	NC_002505.1	2403985	2404446	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614936	0	live	fadA	VC2759	3-ketoacyl-CoA thiolase	3-ketoacyl-CoA thiolase		I	NC_002505.1	2944519	2945682	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614935	0	live	fadB	VC2758	multifunctional fatty acid oxidation complex subunit alpha	multifunctional fatty acid oxidation complex subunit alpha		I	NC_002505.1	2942322	2944493	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613271	0	live	fadE	VC2231	acyl-CoA dehydrogenase	acyl-CoA dehydrogenase		I	NC_002505.1	2384165	2386609	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614316	0	live	fadI	VC1046	3-ketoacyl-CoA thiolase	3-ketoacyl-CoA thiolase		I	NC_002505.1	1114895	1116202	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614317	0	live	fadJ	VC1047	multifunctional fatty acid oxidation complex subunit alpha	multifunctional fatty acid oxidation complex subunit alpha		I	NC_002505.1	1116202	1118328	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2612164	0	live	fbpC	VCA0687	ferric transporter ATP-binding subunit	ferric transporter ATP-binding subunit		II	NC_002506.1	624753	625808	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2615518	0	live	fieF	VC2690, yiiP	ferrous iron efflux protein F	ferrous iron efflux protein F		I	NC_002505.1	2858008	2858916	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2615013	0	live	fis	VC0290	Fis family transcriptional regulator	Fis family transcriptional regulator		I	NC_002505.1	299889	300185	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613243	0	live	flgA	VC2203	flagellar basal body P-ring biosynthesis protein FlgA	flagellar basal body P-ring biosynthesis protein FlgA		I	NC_002505.1	2349043	2349810	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613240	0	live	flgB	VC2200	flagellar basal-body rod protein FlgB	flagellar basal-body rod protein FlgB		I	NC_002505.1	2346607	2347002	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613239	0	live	flgC	VC2199	flagellar basal body rod protein FlgC	flagellar basal body rod protein FlgC		I	NC_002505.1	2346186	2346602	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613238	0	live	flgD	VC2198	flagellar basal body rod modification protein	flagellar basal body rod modification protein		I	NC_002505.1	2345461	2346168	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613237	0	live	flgE	VC2197	flagellar hook protein FlgE	flagellar hook protein FlgE		I	NC_002505.1	2344128	2345432	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613236	0	live	flgF	VC2196	flagellar basal body rod protein FlgF	flagellar basal body rod protein FlgF		I	NC_002505.1	2343196	2343945	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613235	0	live	flgG	VC2195	flagellar basal body rod protein FlgG	flagellar basal body rod protein FlgG		I	NC_002505.1	2342388	2343176	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613234	0	live	flgH	VC2194	flagellar basal body L-ring protein	flagellar basal body L-ring protein		I	NC_002505.1	2341588	2342373	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613233	0	live	flgI	VC2193	flagellar basal body P-ring biosynthesis protein FlgA	flagellar basal body P-ring biosynthesis protein FlgA		I	NC_002505.1	2340412	2341497	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613232	0	live	flgJ	VC2192	flagellar rod assembly protein/muramidase FlgJ	flagellar rod assembly protein/muramidase FlgJ		I	NC_002505.1	2339463	2340401	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613231	0	live	flgK	VC2191	flagellar hook-associated protein FlgK	flagellar hook-associated protein FlgK		I	NC_002505.1	2337409	2339283	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613230	0	live	flgL	VC2190	flagellar hook-associated protein FlgL	flagellar hook-associated protein FlgL		I	NC_002505.1	2336203	2337396	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613449	0	live	flhA	VC2069	flagellar biosynthesis protein FlhA	flagellar biosynthesis protein FlhA		I	NC_002505.1	2224331	2226424	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613376	0	live	flhB	VC2120	flagellar biosynthesis protein FlhB	flagellar biosynthesis protein FlhB		I	NC_002505.1	2275104	2276234	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613448	0	live	flhF	VC2068	flagellar biosynthesis regulator FlhF	flagellar biosynthesis regulator FlhF		I	NC_002505.1	2222809	2224296	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613446	0	live	fliA	VC2066	flagellar biosynthesis sigma factor	flagellar biosynthesis sigma factor		I	NC_002505.1	2221181	2221915	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613276	0	live	fliD	VC2140	flagellar capping protein	flagellar capping protein		I	NC_002505.1	2293738	2295738	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613390	0	live	fliE	VC2134	flagellar hook-basal body protein FliE	flagellar hook-basal body protein FliE		I	NC_002505.1	2288322	2288633	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613389	0	live	fliF	VC2133	flagellar MS-ring protein	flagellar MS-ring protein		I	NC_002505.1	2286564	2288306	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613388	0	live	fliG	VC2132	flagellar motor switch protein G	flagellar motor switch protein G		I	NC_002505.1	2285525	2286571	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613387	0	live	fliH	VC2131	flagellar assembly protein H	flagellar assembly protein H		I	NC_002505.1	2284632	2285444	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613386	0	live	fliI	VC2130	flagellum-specific ATP synthase	flagellum-specific ATP synthase		I	NC_002505.1	2283309	2284628	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613385	0	live	fliJ	VC2129	flagellar biosynthesis chaperone	flagellar biosynthesis chaperone		I	NC_002505.1	2282851	2283345	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613383	0	live	fliL	VC2127	flagellar basal body protein FliL	flagellar basal body protein FliL		I	NC_002505.1	2280125	2280628	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613382	0	live	fliM	VC2126	flagellar motor switch protein FliM	flagellar motor switch protein FliM		I	NC_002505.1	2279068	2280117	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613381	0	live	fliN	VC2125	flagellar motor switch protein	flagellar motor switch protein		I	NC_002505.1	2278587	2279003	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613379	0	live	fliP	VC2123	flagellar biosynthesis protein FliP	flagellar biosynthesis protein FliP		I	NC_002505.1	2277317	2278216	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613378	0	live	fliQ	VC2122	flagellar biosynthesis protein FliQ	flagellar biosynthesis protein FliQ		I	NC_002505.1	2277035	2277304	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613377	0	live	fliR	VC2121	flagellar biosynthesis protein FliR	flagellar biosynthesis protein FliR		I	NC_002505.1	2276244	2277026	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2613274	0	live	fliS	VC2138	flagellar protein FliS	flagellar protein FliS		I	NC_002505.1	2293010	2293420	minus	0		
